id_transaction,id_collaborateur,date_transaction,client,categorie,montant_euros,statut
T001093,C0001,2025-08-20,Groupe Lorrain,Maintenance,2048.61,payee
T001094,C0016,2025-09-07,Maison Delaunay,Audit,3338.03,payee
T001095,C0110,2024-08-01,Cabinet Ferrand,Conseil,7027.54,en attente
T001096,C0062,04-03-2025,Nord Logistique,Audit,3957.28,payee
T001097,C0021,14/02/2024,Maison Delaunay,Audit,3669.78,payee
T001098,C0095,2024-10-14,Cabinet Ferrand,Formation,2838.68,annulee
T001099,C0105,2024-04-19,Nord Logistique,Conseil,1534.4,payee
T001100,C0196,2025-02-10,Nord Logistique,Formation,5597.61,payee
T001101,C0154,2025-02-04,Nord Logistique,Formation,3113.63,en attente
T001102,C0092,2025-01-23,Maison Delaunay,Formation,2212.39,annulee
T001103,C0110,2025-05-09,Cabinet Ferrand,Audit,1438.5,payee
T001104,C0021,06/11/2025,Nord Logistique,Conseil,3767.03,payee
T001105,C0090,2024-05-23,Nord Logistique,Formation,1678.73,payee
T001106,C0135,2024-06-05,Atelier Bastide,Maintenance,5622.38,en attente
T001107,C0005,2024-06-06,Atelier Bastide,Conseil,2284.63,en attente
T001108,C0214,2025-11-08,Groupe Lorrain,Conseil,3376.09,payee
T001109,C0120,2024-03-08,Atelier Bastide,Formation,3917.6,en attente
T001110,C0183,23/01/2024,Cabinet Ferrand,Audit,3689.73,payee
T001111,C0064,27/04/2024,Orion Energie,Audit,5021.74,payee
T001112,C0195,2025-07-15,Orion Energie,Audit,2401.23,payee
T001113,C0086,27/02/2025,Sigma Sante,Audit,3258.16,payee
T001114,C0216,02/11/2025,Nord Logistique,Conseil,4344.29,en attente
T001115,C0122,2024-05-29,Atelier Bastide,Licence,6688.66,payee
T001116,C0148,14/10/2024,Verne Industries,Licence,4842.53,payee
T001117,C0048,2025-02-09,Sigma Sante,Conseil,5299.84,payee
T001118,C0196,2024-02-23,Orion Energie,Audit,2732.19,payee
T001119,C0045,2025-11-01,Orion Energie,Maintenance,3956.2,payee
T001120,C0008,2025-08-10,Cabinet Ferrand,Audit,6204.6,en attente
T001121,C0103,2024-04-14,Cabinet Ferrand,Formation,3173.76,payee
T001122,C0194,2025-09-07,Nord Logistique,Maintenance,3968.15,payee
T001123,C0214,2024-11-23,Groupe Lorrain,Conseil,1244.63,payee
T001124,C0199,02-09-2024,Groupe Lorrain,Conseil,4557.18,payee
T001125,C0129,2025-11-21,Groupe Lorrain,Maintenance,3649.79,en attente
T001126,C0213,2025-01-13,Maison Delaunay,Conseil,4405.71,payee
T001127,C0115,2024-06-14,Atelier Bastide,Formation,2767.06,en attente
T001128,C0111,2025-08-13,Maison Delaunay,Maintenance,1068.62,payee
T001129,C0042,2025-06-06,Cabinet Ferrand,Licence,4665.98,payee
T001130,C0183,2024-05-20,Sigma Sante,Formation,2201.43,en attente
T001131,C0074,09-05-2025,Groupe Lorrain,Formation,1328.67,en attente
T001132,C0046,2025-04-04,Verne Industries,Maintenance,3521.9,payee
T001133,C0086,2024-07-20,Atelier Bastide,Audit,7121.68,payee
T001134,C0140,2024-11-10,Cabinet Ferrand,Maintenance,2021.55,en attente
T001135,C0063,04-09-2025,Nord Logistique,Formation,2250.86,payee
T001136,C0084,07/05/2024,Atelier Bastide,Licence,4783.78,en attente
T001137,C0077,11-06-2025,Maison Delaunay,Conseil,2905.04,payee
T001138,C0139,2025-08-29,Orion Energie,Conseil,4657.73,payee
T001139,C0166,2025-11-14,Groupe Lorrain,Formation,2823.0,payee
T001140,C0157,25-08-2024,Groupe Lorrain,Formation,2587.32,payee
T001141,C0033,2024-07-13,Orion Energie,Audit,2076.79,payee
T001142,C0081,2025-11-13,Maison Delaunay,Audit,3815.14,payee
T001143,C0151,2024-12-03,Orion Energie,Conseil,2069.53,annulee
T001144,C0051,2025-02-19,Maison Delaunay,Formation,2504.1,payee
T001145,C0017,2025-01-09,Maison Delaunay,Conseil,5577.3,annulee
T001146,C0075,10-01-2025,Atelier Bastide,Conseil,8641.67,payee
T001147,C0158,2025-03-31,Nord Logistique,Formation,4061.85,payee
T001148,C0155,2024-11-05,Verne Industries,Audit,5685.79,payee
T001149,C0031,2024-10-13,Sigma Sante,Conseil,2666.32,payee
T001150,C0158,2024-10-19,Groupe Lorrain,Maintenance,2858.58,payee
T001151,C0046,2025-04-24,Groupe Lorrain,Formation,3606.87,payee
T001152,C0172,2025-08-20,Nord Logistique,Licence,2219.53,payee
T001153,C0132,2025-02-09,Orion Energie,Audit,2567.76,payee
T001154,C0030,09-05-2025,Orion Energie,Audit,4577.95,payee
T001155,C0082,28-10-2024,Nord Logistique,Audit,3297.47,payee
T001156,C0190,18-07-2025,Cabinet Ferrand,Licence,3018.13,payee
T001157,C0101,2024-10-14,Verne Industries,Conseil,2941.69,payee
T001158,C0160,2024-11-03,Orion Energie,Audit,1813.7,payee
T001159,C0174,2024-02-10,Atelier Bastide,Audit,3538.33,en attente
T001160,C0008,2024-07-09,Atelier Bastide,Audit,2220.37,en attente
T001161,C0217,2025-06-23,Nord Logistique,Licence,1236.88,payee
T001162,C0078,2024-03-04,Cabinet Ferrand,Formation,1670.48,payee
T001163,C0185,2024-06-12,Cabinet Ferrand,Conseil,2970.82,en attente
T001164,C0109,2025-07-20,Orion Energie,Formation,4391.2,en attente
T001165,C0134,29/09/2025,Verne Industries,Formation,4973.43,payee
T001166,C0084,2024-10-30,Orion Energie,Formation,1447.59,payee
T001167,C0198,2024-10-24,Atelier Bastide,Audit,4172.86,payee
T001168,C0028,06/01/2025,Verne Industries,Maintenance,7337.78,annulee
T001169,C0208,2025-07-16,Groupe Lorrain,Formation,5098.63,payee
T001170,C0049,08/12/2024,Maison Delaunay,Maintenance,3468.77,payee
T001171,C0205,2024-05-06,Sigma Sante,Maintenance,3615.19,en attente
T001172,C0006,2024-11-10,Orion Energie,Licence,3417.94,payee
T001173,C0004,2024-07-04,Atelier Bastide,Audit,2468.98,payee
T001174,C0022,2025-05-14,Sigma Sante,Audit,5222.02,payee
T001175,C0128,14/04/2024,Atelier Bastide,Licence,1902.32,payee
T001176,C0062,20/03/2025,Maison Delaunay,Licence,3562.36,payee
T001177,C0139,04-04-2024,Maison Delaunay,Formation,1223.5,payee
T001178,C0191,10/12/2025,Atelier Bastide,Maintenance,5460.01,payee
T001179,C0007,2025-04-12,Groupe Lorrain,Audit,3489.31,payee
T001180,C0123,2024-04-11,Groupe Lorrain,Maintenance,1385.35,payee
T001181,C0172,2025-11-30,Maison Delaunay,Formation,6370.72,payee
T001182,C0099,2025-02-22,Nord Logistique,Licence,3088.9,payee
T001183,C0215,18-03-2025,Groupe Lorrain,Maintenance,1570.96,payee
T001184,C0154,16-02-2024,Nord Logistique,Conseil,7666.31,payee
T001185,C0009,2024-05-17,Sigma Sante,Licence,2826.76,payee
T001186,C0126,12/08/2025,Atelier Bastide,Maintenance,2095.94,payee
T001187,C0090,07-12-2024,Nord Logistique,Licence,3652.0,payee
T001188,C0031,25/03/2025,Verne Industries,Maintenance,1677.67,payee
T001189,C0169,2025-12-21,Verne Industries,Audit,2468.99,payee
T001190,C0052,2024-11-08,Cabinet Ferrand,Conseil,5999.84,en attente
T001191,C0020,2024-10-05,Verne Industries,Licence,7907.6,payee
T001192,C0052,2025-08-08,Cabinet Ferrand,Maintenance,2863.13,en attente
T001193,C0191,18-02-2024,Atelier Bastide,Audit,4049.52,payee
T001194,C0140,2024-11-28,Cabinet Ferrand,Licence,6134.5,annulee
T001195,C0191,16/09/2025,Nord Logistique,Audit,2816.14,payee
T001196,C0108,2024-06-15,Cabinet Ferrand,Formation,2047.26,payee
T001197,C0028,2024-08-09,Maison Delaunay,Licence,4432.43,payee
T001198,C0090,10-12-2024,Groupe Lorrain,Audit,1534.64,payee
T001199,C0047,24-02-2024,Atelier Bastide,Licence,1923.39,payee
T001200,C0130,2024-02-21,Sigma Sante,Formation,1363.08,payee
T001201,C0063,2024-07-02,Cabinet Ferrand,Licence,5914.89,payee
T001202,C0001,2025-10-17,Nord Logistique,Maintenance,3354.37,payee
T001203,C0088,2024-06-10,Maison Delaunay,Audit,4516.66,payee
T001204,C0073,2025-06-17,Atelier Bastide,Maintenance,1994.48,payee
T001205,C0073,2024-11-07,Orion Energie,Conseil,3968.72,payee
T001206,C0121,09-07-2025,Cabinet Ferrand,Conseil,4038.71,en attente
T001207,C0040,29-08-2024,Orion Energie,Audit,7646.62,payee
T001208,C0112,2025-09-30,Cabinet Ferrand,Licence,4323.12,payee
T001209,C0060,2024-09-27,Cabinet Ferrand,Formation,4967.54,payee
T001210,C0167,2025-07-31,Nord Logistique,Formation,3491.44,payee
T001211,C0134,29-08-2025,Atelier Bastide,Conseil,592.28,payee
T001212,C0170,11-11-2024,Nord Logistique,Conseil,3790.59,en attente
T001213,C0219,2025-05-01,Orion Energie,Maintenance,2959.94,payee
T001214,C0170,2024-03-27,Maison Delaunay,Maintenance,2884.48,annulee
T001215,C0080,2024-12-28,Groupe Lorrain,Licence,2528.98,payee
T001216,C0047,29-09-2024,Maison Delaunay,Conseil,2884.46,annulee
T001217,C0123,2025-11-27,Groupe Lorrain,Maintenance,2276.07,payee
T001218,C0105,2025-11-12,Groupe Lorrain,Audit,4732.3,payee
T001219,C0073,25/07/2025,Verne Industries,Audit,1827.27,payee
T001220,C0189,23/11/2025,Verne Industries,Formation,7142.31,payee
T001221,C0211,2025-12-13,Groupe Lorrain,Maintenance,4532.32,payee
T001222,C0089,14-07-2025,Groupe Lorrain,Formation,5360.72,payee
T001223,C0158,2025-03-09,Sigma Sante,Audit,1902.84,payee
T001224,C0073,2024-05-29,Cabinet Ferrand,Audit,2434.65,payee
T001225,C0003,18/08/2025,Atelier Bastide,Formation,3421.02,en attente
T001226,C0085,2024-05-21,Cabinet Ferrand,Licence,3252.07,payee
T001227,C0172,2024-05-15,Maison Delaunay,Formation,4537.98,payee
T001228,C0116,2025-10-04,Maison Delaunay,Maintenance,3258.9,payee
T001229,C0184,2024-03-24,Verne Industries,Formation,7334.17,payee
T001230,C0111,2024-04-13,Atelier Bastide,Maintenance,1925.53,en attente
T001231,C0015,08/01/2025,Orion Energie,Audit,1707.6,en attente
T001232,C0101,2025-03-02,Maison Delaunay,Audit,2371.61,payee
T001233,C0094,2024-02-03,Orion Energie,Conseil,2887.5,payee
T001234,C0197,2024-10-03,Verne Industries,Conseil,5595.76,annulee
T001235,C0035,13-06-2024,Groupe Lorrain,Audit,3914.26,payee
T001236,C0037,08/08/2024,Cabinet Ferrand,Conseil,676.22,en attente
T001237,C0033,12/05/2024,Verne Industries,Licence,724.34,payee
T001238,C0132,2025-05-09,Maison Delaunay,Audit,3029.15,payee
T001239,C0196,2024-12-11,Maison Delaunay,Licence,2582.06,payee
T001240,C0144,2025-12-01,Groupe Lorrain,Conseil,3075.83,payee
T001241,C0190,07-01-2024,Nord Logistique,Audit,2888.57,en attente
T001242,C0198,2025-07-21,Verne Industries,Maintenance,6798.88,payee
T001243,C0140,2025-10-26,Nord Logistique,Formation,5176.58,payee
T001244,C0142,2024-12-20,Cabinet Ferrand,Maintenance,2439.62,payee
T001245,C0057,2025-05-25,Nord Logistique,Maintenance,3227.44,payee
T001246,C0117,2024-11-17,Maison Delaunay,Licence,2764.75,en attente
T001247,C0183,2025-03-10,Verne Industries,Audit,925.98,payee
T001248,C0203,24/10/2025,Atelier Bastide,Maintenance,2501.32,payee
T001249,C0073,22-01-2025,Maison Delaunay,Formation,2519.93,payee
T001250,C0081,26/02/2025,Orion Energie,Audit,2226.46,en attente
T001251,C0034,2025-12-21,Cabinet Ferrand,Audit,2461.55,payee
T001252,C0200,2024-12-28,Orion Energie,Conseil,2793.47,payee
T001253,C0110,2024-05-06,Atelier Bastide,Formation,4075.83,payee
T001254,C0117,2025-05-13,Sigma Sante,Maintenance,2324.15,payee
T001255,C0162,2025-05-20,Orion Energie,Audit,6012.31,payee
T001256,C0060,22-06-2024,Verne Industries,Maintenance,1913.03,payee
T001257,C0083,2025-06-15,Atelier Bastide,Licence,5503.94,payee
T001258,C0142,16/02/2024,Maison Delaunay,Formation,3751.01,en attente
T001259,C0092,2024-08-21,Sigma Sante,Conseil,1623.54,payee
T001260,C0066,2025-09-16,Groupe Lorrain,Audit,2755.67,payee
T001261,C0049,2025-03-26,Maison Delaunay,Licence,6928.27,en attente
T001262,C0151,19-03-2025,Sigma Sante,Licence,1933.44,payee
T001263,C0009,2025-03-29,Groupe Lorrain,Audit,7026.46,payee
T001264,C0022,2024-04-30,Nord Logistique,Conseil,4134.01,en attente
T001265,C0010,02/12/2025,Groupe Lorrain,Formation,3783.48,payee
T001266,C0171,2024-08-05,Atelier Bastide,Audit,4013.27,en attente
T001267,C0007,28-07-2025,Cabinet Ferrand,Formation,2718.73,payee
T001268,C0098,2025-12-23,Verne Industries,Audit,267.84,payee
T001269,C0029,24/06/2024,Groupe Lorrain,Audit,1980.67,annulee
T001270,C0137,08-04-2025,Sigma Sante,Conseil,3302.97,payee
T001271,C0008,2024-01-31,Atelier Bastide,Licence,3853.47,payee
T001272,C0007,2025-04-09,Sigma Sante,Maintenance,4229.93,en attente
T001273,C0096,2024-11-17,Atelier Bastide,Licence,4146.43,en attente
T001274,C0162,22/02/2024,Nord Logistique,Formation,4683.77,en attente
T001275,C0026,2025-05-05,Maison Delaunay,Conseil,8368.15,payee
T001276,C0116,2025-12-08,Cabinet Ferrand,Conseil,3688.53,payee
T001277,C0188,01-03-2024,Cabinet Ferrand,Conseil,5856.23,payee
T001278,C0146,2025-10-13,Sigma Sante,Formation,4308.15,en attente
T001279,C0175,2025-09-07,Groupe Lorrain,Formation,8816.1,payee
T001280,C0074,2025-02-03,Sigma Sante,Audit,3420.32,payee
T001281,C0219,2025-10-20,Maison Delaunay,Licence,3229.47,payee
T001282,C0034,2024-08-13,Sigma Sante,Conseil,5673.34,payee
T001283,C0141,09-06-2025,Cabinet Ferrand,Conseil,5676.9,payee
T001284,C0102,2025-05-24,Cabinet Ferrand,Conseil,2837.54,payee
T001285,C0008,2025-02-27,Nord Logistique,Formation,4229.88,payee
T001286,C0220,2025-08-31,Maison Delaunay,Maintenance,4707.7,payee
T001287,C0163,2025-10-01,Orion Energie,Conseil,4575.93,payee
T001288,C0053,2025-07-27,Sigma Sante,Licence,4016.42,en attente
T001289,C0013,05-03-2025,Groupe Lorrain,Licence,1168.93,payee
T001290,C0157,14-12-2025,Atelier Bastide,Conseil,4609.15,payee
T001291,C0127,09-02-2025,Orion Energie,Conseil,4716.05,payee
T001292,C0012,2025-04-09,Cabinet Ferrand,Formation,4098.05,payee
T001293,C0073,17/05/2024,Nord Logistique,Conseil,2675.53,payee
T001294,C0167,2024-08-22,Groupe Lorrain,Maintenance,6583.32,annulee
T001295,C0108,2025-10-22,Groupe Lorrain,Audit,1959.59,payee
T001296,C0056,29/12/2024,Cabinet Ferrand,Maintenance,5728.34,payee
T001297,C0063,08-01-2025,Maison Delaunay,Maintenance,1945.59,en attente
T001298,C0105,18/08/2025,Sigma Sante,Maintenance,5379.34,en attente
T001299,C0014,26-08-2024,Orion Energie,Audit,1995.41,payee
T001300,C0086,2024-07-12,Atelier Bastide,Conseil,5223.51,payee
T001301,C0051,2024-01-07,Atelier Bastide,Audit,7312.52,payee
T001302,C0027,2024-06-17,Nord Logistique,Licence,7326.62,payee
T001303,C0030,08/01/2025,Nord Logistique,Licence,6526.64,payee
T001304,C0081,2025-06-13,Groupe Lorrain,Maintenance,3409.68,payee
T001305,C0089,28-08-2024,Cabinet Ferrand,Licence,2439.61,payee
T001306,C0082,20-11-2024,Orion Energie,Formation,625.36,payee
T001307,C0161,2024-06-10,Atelier Bastide,Conseil,3133.29,payee
T001308,C0122,2025-08-19,Sigma Sante,Conseil,5513.71,payee
T001309,C0045,2025-01-18,Cabinet Ferrand,Conseil,4573.04,payee
T001310,C0001,14-04-2024,Nord Logistique,Formation,9218.6,en attente
T001311,C0170,20/03/2025,Maison Delaunay,Maintenance,2569.76,payee
T001312,C0110,2024-09-02,Maison Delaunay,Formation,7562.73,payee
T001313,C0012,23/09/2025,Maison Delaunay,Licence,3262.27,payee
T001314,C0213,14/07/2024,Groupe Lorrain,Conseil,1941.3,payee
T001315,C0173,2025-09-23,Verne Industries,Licence,3948.12,payee
T001316,C0108,2025-05-24,Sigma Sante,Audit,4514.69,payee
T001317,C0038,08-04-2024,Groupe Lorrain,Formation,6226.67,payee
T001318,C0025,08/07/2025,Maison Delaunay,Licence,2564.05,payee
T001319,C0068,2025-06-10,Nord Logistique,Audit,3947.47,payee
T001320,C0054,2024-11-28,Groupe Lorrain,Maintenance,3440.64,en attente
T001321,C0049,2024-04-27,Groupe Lorrain,Formation,2832.41,annulee
T001322,C0095,2024-12-14,Orion Energie,Conseil,7176.32,payee
T001323,C0011,20/03/2025,Groupe Lorrain,Audit,4547.36,payee
T001324,C0076,06/04/2024,Groupe Lorrain,Maintenance,866.0,payee
T001325,C0203,2024-09-05,Groupe Lorrain,Conseil,3980.39,payee
T001326,C0201,2025-05-27,Maison Delaunay,Licence,1334.98,payee
T001327,C0002,2025-02-07,Orion Energie,Audit,3780.56,en attente
T001328,C0158,25/12/2025,Atelier Bastide,Audit,1473.85,payee
T001329,C0045,07-06-2024,Sigma Sante,Conseil,4557.98,payee
T001330,C0135,2025-07-21,Maison Delaunay,Licence,1322.83,payee
T001331,C0091,06/11/2024,Atelier Bastide,Audit,2002.86,payee
T001332,C0114,2024-06-11,Groupe Lorrain,Maintenance,5077.1,payee
T001333,C0050,2025-11-25,Cabinet Ferrand,Licence,3410.04,payee
T001334,C0093,30-03-2025,Groupe Lorrain,Formation,1554.38,payee
T001335,C0218,25/01/2025,Groupe Lorrain,Maintenance,-6950.89,payee
T001336,C0143,03/08/2024,Cabinet Ferrand,Licence,2743.46,en attente
T001337,C0100,05/10/2025,Sigma Sante,Licence,2989.51,payee
T001338,C0029,2024-01-23,Orion Energie,Audit,3132.65,payee
T001339,C0211,25/03/2024,Maison Delaunay,Formation,4746.81,payee
T001340,C0038,11/05/2024,Verne Industries,Maintenance,2856.53,payee
T001341,C0168,21/04/2025,Verne Industries,Conseil,3197.68,payee
T001342,C0071,2024-03-15,Nord Logistique,Maintenance,5925.43,payee
T001343,C0065,04/08/2025,Atelier Bastide,Licence,5560.42,payee
T001344,C0040,23/05/2024,Nord Logistique,Audit,3095.86,payee
T001345,C0088,2025-05-08,Sigma Sante,Formation,3152.08,payee
T001346,C0158,03-08-2025,Sigma Sante,Audit,659.01,payee
T001347,C0097,03-10-2025,Groupe Lorrain,Licence,3746.18,payee
T001348,C0006,2024-08-01,Verne Industries,Formation,5173.11,payee
T001349,C0062,24-02-2024,Verne Industries,Conseil,2776.62,en attente
T001350,C0038,2025-07-06,Nord Logistique,Conseil,6435.61,payee
T001351,C0094,2024-11-23,Atelier Bastide,Formation,1233.12,payee
T001352,C0210,2025-11-23,Orion Energie,Licence,2080.55,payee
T001353,C0025,17-05-2024,Orion Energie,Audit,6182.91,payee
T001354,C0089,23-02-2025,Verne Industries,Audit,5070.92,payee
T001355,C0027,2024-03-27,Cabinet Ferrand,Maintenance,1186.83,payee
T001356,C0114,2024-12-20,Cabinet Ferrand,Licence,1331.6,payee
T001357,C0011,2024-01-01,Groupe Lorrain,Maintenance,4593.73,annulee
T001358,C0115,2025-07-01,Orion Energie,Formation,4121.94,payee
T001359,C0134,2025-03-17,Sigma Sante,Formation,2963.32,payee
T001360,C0180,2024-03-11,Verne Industries,Licence,6325.59,payee
T001361,C0079,30/12/2024,Nord Logistique,Audit,2370.23,payee
T001362,C0009,2024-11-08,Cabinet Ferrand,Conseil,897.58,payee
T001363,C0106,06/05/2025,Atelier Bastide,Conseil,4745.69,payee
T001364,C0100,2024-12-30,Verne Industries,Conseil,5278.74,payee
T001365,C0145,2024-12-01,Groupe Lorrain,Formation,2446.07,payee
T001366,C0024,2025-08-29,Sigma Sante,Conseil,1760.3,payee
T001367,C0143,13/01/2025,Maison Delaunay,Conseil,926.99,payee
T001368,C0094,17-08-2025,Orion Energie,Conseil,3376.14,payee
T001369,C0172,08/10/2025,Groupe Lorrain,Formation,4018.04,annulee
T001370,C0073,2025-09-11,Maison Delaunay,Maintenance,5471.77,payee
T001371,C0053,2025-11-28,Nord Logistique,Conseil,4143.25,payee
T001372,C0175,24/05/2025,Nord Logistique,Formation,2551.33,payee
T001373,C0030,14-02-2025,Orion Energie,Audit,3746.52,payee
T001374,C0073,22-01-2025,Cabinet Ferrand,Conseil,5609.94,payee
T001375,C0112,29-05-2024,Atelier Bastide,Audit,3991.26,payee
T001376,C0174,2025-08-27,Groupe Lorrain,Licence,5207.05,payee
T001377,C0181,21/05/2025,Cabinet Ferrand,Maintenance,1809.53,payee
T001378,C0142,2025-09-29,Atelier Bastide,Formation,4654.17,payee
T001379,C0090,27/05/2025,Atelier Bastide,Formation,4146.87,payee
T001380,C0175,2024-12-16,Atelier Bastide,Formation,2841.21,payee
T001381,C0111,2024-08-03,Verne Industries,Conseil,5661.81,payee
T001382,C0153,2025-12-20,Groupe Lorrain,Formation,8315.36,en attente
T001383,C0143,2025-06-19,Cabinet Ferrand,Audit,1433.43,payee
T001384,C0108,2025-09-30,Maison Delaunay,Conseil,1162.22,en attente
T001385,C0028,03/03/2025,Verne Industries,Licence,2916.08,payee
T001386,C0068,2025-01-07,Atelier Bastide,Maintenance,3250.94,payee
T001387,C0218,2024-01-26,Nord Logistique,Conseil,3377.97,payee
T001388,C0121,2024-02-20,Groupe Lorrain,Conseil,2401.43,payee
T001389,C0148,2025-05-30,Maison Delaunay,Licence,1301.79,payee
T001390,C0060,2024-06-12,Cabinet Ferrand,Formation,2996.74,payee
T001391,C0164,2024-02-29,Cabinet Ferrand,Audit,3264.23,payee
T001392,C0113,20/07/2025,Atelier Bastide,Conseil,2861.48,payee
T001393,C0051,28/03/2025,Verne Industries,Conseil,3304.15,payee
T001394,C0034,2024-03-22,Atelier Bastide,Formation,3791.77,payee
T001395,C0092,2024-12-30,Nord Logistique,Formation,3055.83,payee
T001396,C0132,2024-12-08,Atelier Bastide,Conseil,2386.3,payee
T001397,C0065,2024-01-03,Maison Delaunay,Maintenance,3314.04,en attente
T001398,C0057,2025-03-17,Verne Industries,Formation,3940.73,annulee
T001399,C0063,2024-10-16,Nord Logistique,Licence,3466.27,payee
T001400,C0069,2025-10-03,Nord Logistique,Formation,8594.27,payee
T001401,C0172,2024-03-25,Maison Delaunay,Conseil,4083.12,payee
T001402,C0116,2025-09-10,Sigma Sante,Conseil,3386.66,payee
T001403,C9999,2024-01-05,Nord Logistique,Conseil,2200.23,payee
T001404,C0038,2025-07-11,Sigma Sante,Audit,2228.98,payee
